 label                                                                            ,  path                                                                                                      ,       volume  ,   eveapi_id  ,  meffic  , baseprob ,  copies
"SMOOTH GLACIAL MASS"                                                             , "/Manufacture & Research/Materials/Raw Materials/Ice Ore"                                                  ,     "1000"    ,      "17977" , "26.116" , ""       , ""

"TUNGSTEN CARBIDE"                                                                , "/Manufacture & Research/Materials/Reaction Materials/Advanced Moon Materials"                             ,        "0.01" ,      "16672" ,   ""     , ""       , ""
"TERAHERTZ METAMATERIALS"                                                         , "/Manufacture & Research/Materials/Reaction Materials/Advanced Moon Materials"                             ,        "1"    ,      "33360" ,   ""     , ""       , ""
"TITANIUM CARBIDE"                                                                , "/Manufacture & Research/Materials/Reaction Materials/Advanced Moon Materials"                             ,        "0.01" ,      "16671" ,   ""     , ""       , ""
"NONLINEAR METAMATERIALS"                                                         , "/Manufacture & Research/Materials/Reaction Materials/Advanced Moon Materials"                             ,        "1"    ,      "33362" ,   ""     , ""       , ""
"CRYSTALLINE CARBONIDE"                                                           , "/Manufacture & Research/Materials/Reaction Materials/Advanced Moon Materials"                             ,        "0.01" ,      "16670" ,   ""     , ""       , ""
"PHOTONIC METAMATERIALS"                                                          , "/Manufacture & Research/Materials/Reaction Materials/Advanced Moon Materials"                             ,        "1"    ,      "33359" ,   ""     , ""       , ""
"FERNITE CARBIDE"                                                                 , "/Manufacture & Research/Materials/Reaction Materials/Advanced Moon Materials"                             ,        "0.01" ,      "16673" ,   ""     , ""       , ""
"PLASMONIC METAMATERIALS"                                                         , "/Manufacture & Research/Materials/Reaction Materials/Advanced Moon Materials"                             ,        "1"    ,      "33361" ,   ""     , ""       , ""
"FERMIONIC CONDENSATES"                                                           , "/Manufacture & Research/Materials/Reaction Materials/Advanced Moon Materials"                             ,        "1.3"  ,      "17317" ,   ""     , ""       , ""
"FERROGEL"                                                                        , "/Manufacture & Research/Materials/Reaction Materials/Advanced Moon Materials"                             ,        "1"    ,      "16683" ,   ""     , ""       , ""
"FULLERIDES"                                                                      , "/Manufacture & Research/Materials/Reaction Materials/Advanced Moon Materials"                             ,        "0.15" ,      "16679" ,   ""     , ""       , ""
"HYPERSYNAPTIC FIBERS"                                                            , "/Manufacture & Research/Materials/Reaction Materials/Advanced Moon Materials"                             ,        "0.6"  ,      "16682" ,   ""     , ""       , ""
"NANOTRANSISTORS"                                                                 , "/Manufacture & Research/Materials/Reaction Materials/Advanced Moon Materials"                             ,        "0.25" ,      "16681" ,   ""     , ""       , ""
"PHENOLIC COMPOSITES"                                                             , "/Manufacture & Research/Materials/Reaction Materials/Advanced Moon Materials"                             ,        "0.2"  ,      "16680" ,   ""     , ""       , ""
"SYLRAMIC FIBERS"                                                                 , "/Manufacture & Research/Materials/Reaction Materials/Advanced Moon Materials"                             ,        "0.05" ,      "16678" ,   ""     , ""       , ""

"PURE IMPROVED DROP BOOSTER"                                                      , "/Manufacture & Research/Materials/Reaction Materials/Booster Materials"                                   ,        "1"    ,      "25336" ,   ""     , ""       , ""
"PURE IMPROVED FRENTIX BOOSTER"                                                   , "/Manufacture & Research/Materials/Reaction Materials/Booster Materials"                                   ,        "1"    ,      "25339" ,   ""     , ""       , ""
"PURE IMPROVED MINDFLOOD BOOSTER"                                                 , "/Manufacture & Research/Materials/Reaction Materials/Booster Materials"                                   ,        "1"    ,      "25338" ,   ""     , ""       , ""
"PURE IMPROVED SOOTH SAYER BOOSTER"                                               , "/Manufacture & Research/Materials/Reaction Materials/Booster Materials"                                   ,        "1"    ,      "25341" ,   ""     , ""       , ""
"PURE STANDARD DROP BOOSTER"                                                      , "/Manufacture & Research/Materials/Reaction Materials/Booster Materials"                                   ,        "1"    ,      "25330" ,   ""     , ""       , ""
"PURE STANDARD FRENTIX BOOSTER"                                                   , "/Manufacture & Research/Materials/Reaction Materials/Booster Materials"                                   ,        "1"    ,      "25252" ,   ""     , ""       , ""
"PURE STANDARD MINDFLOOD BOOSTER"                                                 , "/Manufacture & Research/Materials/Reaction Materials/Booster Materials"                                   ,        "1"    ,      "25332" ,   ""     , ""       , ""
"PURE STANDARD SOOTH SAYER BOOSTER"                                               , "/Manufacture & Research/Materials/Reaction Materials/Booster Materials"                                   ,        "1"    ,      "25334" ,   ""     , ""       , ""
"PURE STRONG DROP BOOSTER"                                                        , "/Manufacture & Research/Materials/Reaction Materials/Booster Materials"                                   ,        "1"    ,      "25343" ,   ""     , ""       , ""
"PURE STRONG FRENTIX BOOSTER"                                                     , "/Manufacture & Research/Materials/Reaction Materials/Booster Materials"                                   ,        "1"    ,      "25346" ,   ""     , ""       , ""
"PURE STRONG MINDFLOOD BOOSTER"                                                   , "/Manufacture & Research/Materials/Reaction Materials/Booster Materials"                                   ,        "1"    ,      "25345" ,   ""     , ""       , ""
"PURE STRONG SOOTH SAYER BOOSTER"                                                 , "/Manufacture & Research/Materials/Reaction Materials/Booster Materials"                                   ,        "1"    ,      "25348" ,   ""     , ""       , ""

"C3-FTM ACID"                                                                     , "/Manufacture & Research/Materials/Reaction Materials/Polymer Materials"                                   ,        "0.2"  ,      "30311" ,   ""     , ""       , ""
"CARBON-86 EPOXY RESIN"                                                           , "/Manufacture & Research/Materials/Reaction Materials/Polymer Materials"                                   ,        "0.4"  ,      "30310" ,   ""     , ""       , ""
"FULLERENE INTERCALATED GRAPHITE"                                                 , "/Manufacture & Research/Materials/Reaction Materials/Polymer Materials"                                   ,        "0.8"  ,      "30305" ,   ""     , ""       , ""
"FULLEROFERROCENE"                                                                , "/Manufacture & Research/Materials/Reaction Materials/Polymer Materials"                                   ,        "0.1"  ,      "30303" ,   ""     , ""       , ""
"GRAPHENE NANORIBBONS"                                                            , "/Manufacture & Research/Materials/Reaction Materials/Polymer Materials"                                   ,        "1.5"  ,      "30309" ,   ""     , ""       , ""
"LANTHANUM METALLOFULLERENE"                                                      , "/Manufacture & Research/Materials/Reaction Materials/Polymer Materials"                                   ,        "1"    ,      "30307" ,   ""     , ""       , ""
"METHANOFULLERENE"                                                                , "/Manufacture & Research/Materials/Reaction Materials/Polymer Materials"                                   ,        "0.75" ,      "30306" ,   ""     , ""       , ""
"PPD FULLERENE FIBERS"                                                            , "/Manufacture & Research/Materials/Reaction Materials/Polymer Materials"                                   ,        "0.5"  ,      "30304" ,   ""     , ""       , ""
"SCANDIUM METALLOFULLERENE"                                                       , "/Manufacture & Research/Materials/Reaction Materials/Polymer Materials"                                   ,        "0.65" ,      "30308" ,   ""     , ""       , ""

"HEXITE"                                                                          , "/Manufacture & Research/Materials/Reaction Materials/Processed Moon Materials"                            ,        "1"    ,      "16665" ,   ""     , ""       , ""
"CAESIUM"                                                                         , "/Manufacture & Research/Materials/Reaction Materials/Raw Moon Materials"                                  ,        "0.8"  ,      "16647" ,   ""     , ""       , ""
"CHROMIUM"                                                                        , "/Manufacture & Research/Materials/Reaction Materials/Raw Moon Materials"                                  ,        "0.6"  ,      "16641" ,   ""     , ""       , ""
"NEODYMIUM"                                                                       , "/Manufacture & Research/Materials/Reaction Materials/Raw Moon Materials"                                  ,        "1"    ,      "16651" ,   ""     , ""       , ""
"PLATINUM"                                                                        , "/Manufacture & Research/Materials/Reaction Materials/Raw Moon Materials"                                  ,        "1"    ,      "16644" ,   ""     , ""       , ""
"TITANIUM"                                                                        , "/Manufacture & Research/Materials/Reaction Materials/Raw Moon Materials"                                  ,        "0.4"  ,      "16638" ,   ""     , ""       , ""
"VANADIUM"                                                                        , "/Manufacture & Research/Materials/Reaction Materials/Raw Moon Materials"                                  ,        "1"    ,      "16642" ,   ""     , ""       , ""

"CARTESIAN TEMPORAL COORDINATOR"                                                  , "/Manufacture & Research/Materials/Salvage Materials/Ancient Salvage Materials"                            ,        "0.01" ,      "30024" ,   ""     , ""       , ""
"CENTRAL SYSTEM CONTROLLER"                                                       , "/Manufacture & Research/Materials/Salvage Materials/Ancient Salvage Materials"                            ,        "0.01" ,      "30270" ,   ""     , ""       , ""
"DEFENSIVE CONTROL NODE"                                                          , "/Manufacture & Research/Materials/Salvage Materials/Ancient Salvage Materials"                            ,        "0.01" ,      "30269" ,   ""     , ""       , ""
"ELECTROMECHANICAL HULL SHEETING"                                                 , "/Manufacture & Research/Materials/Salvage Materials/Ancient Salvage Materials"                            ,        "0.01" ,      "30254" ,   ""     , ""       , ""
"EMERGENT COMBAT ANALYZER"                                                        , "/Manufacture & Research/Materials/Salvage Materials/Ancient Salvage Materials"                            ,        "0.01" ,      "30248" ,   ""     , ""       , ""
"EMERGENT COMBAT INTELLIGENCE"                                                    , "/Manufacture & Research/Materials/Salvage Materials/Ancient Salvage Materials"                            ,        "0.01" ,      "30271" ,   ""     , ""       , ""
"FUSED NANOMECHANICAL ENGINES"                                                    , "/Manufacture & Research/Materials/Salvage Materials/Ancient Salvage Materials"                            ,        "0.01" ,      "30018" ,   ""     , ""       , ""
"HEURISTIC SELFASSEMBLERS"                                                        , "/Manufacture & Research/Materials/Salvage Materials/Ancient Salvage Materials"                            ,        "0.01" ,      "30022" ,   ""     , ""       , ""
"JUMP DRIVE CONTROL NEXUS"                                                        , "/Manufacture & Research/Materials/Salvage Materials/Ancient Salvage Materials"                            ,        "0.01" ,      "30268" ,   ""     , ""       , ""
"MELTED NANORIBBONS"                                                              , "/Manufacture & Research/Materials/Salvage Materials/Ancient Salvage Materials"                            ,        "0.01" ,      "30259" ,   ""     , ""       , ""
"MODIFIED FLUID ROUTER"                                                           , "/Manufacture & Research/Materials/Salvage Materials/Ancient Salvage Materials"                            ,        "0.01" ,      "30021" ,   ""     , ""       , ""
"NEUROVISUAL INPUT MATRIX"                                                        , "/Manufacture & Research/Materials/Salvage Materials/Ancient Salvage Materials"                            ,        "0.01" ,      "30251" ,   ""     , ""       , ""
"POWDERED C-540 GRAPHITE"                                                         , "/Manufacture & Research/Materials/Salvage Materials/Ancient Salvage Materials"                            ,        "0.01" ,      "30019" ,   ""     , ""       , ""
"RESONANCE CALIBRATION MATRIX"                                                    , "/Manufacture & Research/Materials/Salvage Materials/Ancient Salvage Materials"                            ,        "0.01" ,      "30258" ,   ""     , ""       , ""
"THERMOELECTRIC CATALYSTS"                                                        , "/Manufacture & Research/Materials/Salvage Materials/Ancient Salvage Materials"                            ,        "0.01" ,      "30252" ,   ""     , ""       , ""

"HEAVY WATER"                                                                     , "/Manufacture & Research/Materials/Ice Products"                                                           ,        "0.4"  ,      "16272" ,   ""     , ""       , ""
"LIQUID OZONE"                                                                    , "/Manufacture & Research/Materials/Ice Products"                                                           ,        "0.4"  ,      "16273" ,   ""     , ""       , ""
"HELIUM ISOTOPES"                                                                 , "/Manufacture & Research/Materials/Ice Products"                                                           ,        "0.1"  ,      "16274" ,   ""     , ""       , ""
"HYDROGEN ISOTOPES"                                                               , "/Manufacture & Research/Materials/Ice Products"                                                           ,        "0.1"  ,      "17889" ,   ""     , ""       , ""
"NITROGEN ISOTOPES"                                                               , "/Manufacture & Research/Materials/Ice Products"                                                           ,        "0.1"  ,      "17888" ,   ""     , ""       , ""
"OXYGEN ISOTOPES"                                                                 , "/Manufacture & Research/Materials/Ice Products"                                                           ,        "0.1"  ,      "17887" ,   ""     , ""       , ""
"STRONTIUM CLATHRATES"                                                            , "/Manufacture & Research/Materials/Ice Products"                                                           ,        "3"    ,      "16275" ,   ""     , ""       , ""

"ISOGEN"                                                                          , "/Manufacture & Research/Materials/Minerals"                                                               ,        "0.01" ,         "37" ,   ""     , ""       , ""
"MEGACYTE"                                                                        , "/Manufacture & Research/Materials/Minerals"                                                               ,        "0.01" ,         "40" ,   ""     , ""       , ""
"MEXALLON"                                                                        , "/Manufacture & Research/Materials/Minerals"                                                               ,        "0.01" ,         "36" ,   ""     , ""       , ""
"MORPHITE"                                                                        , "/Manufacture & Research/Materials/Minerals"                                                               ,        "0.01" ,      "11399" ,   ""     , ""       , ""
"NOCXIUM"                                                                         , "/Manufacture & Research/Materials/Minerals"                                                               ,        "0.01" ,         "38" ,   ""     , ""       , ""
"PYERITE"                                                                         , "/Manufacture & Research/Materials/Minerals"                                                               ,        "0.01" ,         "35" ,   ""     , ""       , ""
"TRITANIUM"                                                                       , "/Manufacture & Research/Materials/Minerals"                                                               ,        "0.01" ,         "34" ,   ""     , ""       , ""
"ZYDRINE"                                                                         , "/Manufacture & Research/Materials/Minerals"                                                               ,        "0.01" ,         "39" ,   ""     , ""       , "" 

"INTACT ARMOR NANOBOT"                                                            , "/Manufacture & Research/Research Equipment/Ancient Relics"                                                ,       "30"    ,      "30614" ,   ""     , "0.34"   , "20"
"INTACT ELECTROMECHANICAL COMPONENT"                                              , "/Manufacture & Research/Research Equipment/Ancient Relics"                                                ,       "30"    ,      "30599" ,   ""     , "0.34"   , "20"
"INTACT HULL SECTION"                                                             , "/Manufacture & Research/Research Equipment/Ancient Relics"                                                ,       "30"    ,      "30752" ,   ""     , "0.34"   , "20"
"INTACT POWER CORES"                                                              , "/Manufacture & Research/Research Equipment/Ancient Relics"                                                ,       "30"    ,      "30582" ,   ""     , "0.34"   , "20"
"INTACT THRUSTER SECTIONS"                                                        , "/Manufacture & Research/Research Equipment/Ancient Relics"                                                ,       "30"    ,      "30187" ,   ""     , "0.34"   , "20"
"INTACT WEAPON SUBROUTINES"                                                       , "/Manufacture & Research/Research Equipment/Ancient Relics"                                                ,       "30"    ,      "30628" ,   ""     , "0.34"   , "20"
"MALFUNCTIONING ARMOR NANOBOT"                                                    , "/Manufacture & Research/Research Equipment/Ancient Relics"                                                ,       "30"    ,      "30615" ,   ""     , "0.2999" , "10"
"MALFUNCTIONING ELECTROMECHANICAL COMPONENT"                                      , "/Manufacture & Research/Research Equipment/Ancient Relics"                                                ,       "30"    ,      "30600" ,   ""     , "0.2999" , "10"
"MALFUNCTIONING HULL SECTION"                                                     , "/Manufacture & Research/Research Equipment/Ancient Relics"                                                ,       "30"    ,      "30753" ,   ""     , "0.2999" , "10"
"MALFUNCTIONING POWER CORES"                                                      , "/Manufacture & Research/Research Equipment/Ancient Relics"                                                ,       "30"    ,      "30586" ,   ""     , "0.2999" , "10"
"MALFUNCTIONING THRUSTER SECTIONS"                                                , "/Manufacture & Research/Research Equipment/Ancient Relics"                                                ,       "30"    ,      "30558" ,   ""     , "0.2999" , "10"
"MALFUNCTIONING WEAPON SUBROUTINES"                                               , "/Manufacture & Research/Research Equipment/Ancient Relics"                                                ,       "30"    ,      "30632" ,   ""     , "0.2999" , "10"
"SMALL INTACT HULL SECTION"                                                       , "/Manufacture & Research/Research Equipment/Ancient Relics"                                                ,       "30"    ,      "34412" ,   ""     , "0.39"   , "20"
"SMALL MALFUNCTIONING HULL SECTION"                                               , "/Manufacture & Research/Research Equipment/Ancient Relics"                                                ,       "30"    ,      "34414" ,   ""     , "0.35"   , "10"
"SMALL WRECKED HULL SECTION"                                                      , "/Manufacture & Research/Research Equipment/Ancient Relics"                                                ,       "30"    ,      "34416" ,   ""     , "0.26"   ,  "3"
"WRECKED ARMOR NANOBOT"                                                           , "/Manufacture & Research/Research Equipment/Ancient Relics"                                                ,       "30"    ,      "30618" ,   ""     , "0.22"   ,  "3"
"WRECKED ELECTROMECHANICAL COMPONENT"                                             , "/Manufacture & Research/Research Equipment/Ancient Relics"                                                ,       "30"    ,      "30605" ,   ""     , "0.22"   ,  "3"
"WRECKED HULL SECTION"                                                            , "/Manufacture & Research/Research Equipment/Ancient Relics"                                                ,       "30"    ,      "30754" ,   ""     , "0.22"   ,  "3"
"WRECKED POWER CORES"                                                             , "/Manufacture & Research/Research Equipment/Ancient Relics"                                                ,       "30"    ,      "30588" ,   ""     , "0.22"   ,  "3"
"WRECKED THRUSTER SECTIONS"                                                       , "/Manufacture & Research/Research Equipment/Ancient Relics"                                                ,       "30"    ,      "30562" ,   ""     , "0.22"   ,  "3"
"WRECKED WEAPON SUBROUTINES"                                                      , "/Manufacture & Research/Research Equipment/Ancient Relics"                                                ,       "30"    ,      "30633" ,   ""     , "0.22"   ,  "3"

"AMARRIAN STARSHIP ENGINEERING"                                                   , "/Manufacture & Research/Research Equipment/Datacores"                                                     ,        "0.1"  ,      "20421" ,   ""     , ""       , ""
"CALDARI STARSHIP ENGINEERING"                                                    , "/Manufacture & Research/Research Equipment/Datacores"                                                     ,        "0.1"  ,      "25887" ,   ""     , ""       , ""
"GALLENTEAN STARSHIP ENGINEERING"                                                 , "/Manufacture & Research/Research Equipment/Datacores"                                                     ,        "0.1"  ,      "20410" ,   ""     , ""       , ""
"MINMATAR STARSHIP ENGINEERING"                                                   , "/Manufacture & Research/Research Equipment/Datacores"                                                     ,        "0.1"  ,      "20172" ,   ""     , ""       , ""
"ELECTRONIC ENGINEERING"                                                          , "/Manufacture & Research/Research Equipment/Datacores"                                                     ,        "0.1"  ,      "20418" ,   ""     , ""       , ""
"MECHANICAL ENGINEERING"                                                          , "/Manufacture & Research/Research Equipment/Datacores"                                                     ,        "0.1"  ,      "20424" ,   ""     , ""       , ""
"MOLECULAR ENGINEERING"                                                           , "/Manufacture & Research/Research Equipment/Datacores"                                                     ,        "0.1"  ,      "20415" ,   ""     , ""       , ""
"NANITE ENGINEERING"                                                              , "/Manufacture & Research/Research Equipment/Datacores"                                                     ,        "0.1"  ,      "20416" ,   ""     , ""       , ""
"DEFENSIVE SUBSYSTEMS ENGINEERING"                                                , "/Manufacture & Research/Research Equipment/Datacores"                                                     ,        "0.1"  ,      "11496" ,   ""     , ""       , ""
"ELECTRONIC SUBSYSTEMS ENGINEERING"                                               , "/Manufacture & Research/Research Equipment/Datacores"                                                     ,        "0.1"  ,      "20116" ,   ""     , ""       , ""
"ENGINEERING SUBSYSTEMS ENGINEERING"                                              , "/Manufacture & Research/Research Equipment/Datacores"                                                     ,        "0.1"  ,      "20115" ,   ""     , ""       , ""
"OFFENSIVE SUBSYSTEMS ENGINEERING"                                                , "/Manufacture & Research/Research Equipment/Datacores"                                                     ,        "0.1"  ,      "20425" ,   ""     , ""       , ""
"PROPULSION SUBSYSTEMS ENGINEERING"                                               , "/Manufacture & Research/Research Equipment/Datacores"                                                     ,        "0.1"  ,      "20114" ,   ""     , ""       , ""
"ELECTROMAGNETIC PHYSICS"                                                         , "/Manufacture & Research/Research Equipment/Datacores"                                                     ,        "0.1"  ,      "20417" ,   ""     , ""       , ""
"GRAVITON PHYSICS"                                                                , "/Manufacture & Research/Research Equipment/Datacores"                                                     ,        "0.1"  ,      "20419" ,   ""     , ""       , ""
"HIGH ENERGY PHYSICS"                                                             , "/Manufacture & Research/Research Equipment/Datacores"                                                     ,        "0.1"  ,      "20411" ,   ""     , ""       , ""
"HYDROMAGNETIC PHYSICS"                                                           , "/Manufacture & Research/Research Equipment/Datacores"                                                     ,        "0.1"  ,      "20171" ,   ""     , ""       , ""
"LASER PHYSICS"                                                                   , "/Manufacture & Research/Research Equipment/Datacores"                                                     ,        "0.1"  ,      "20413" ,   ""     , ""       , ""
"NUCLEAR PHYSICS"                                                                 , "/Manufacture & Research/Research Equipment/Datacores"                                                     ,        "0.1"  ,      "20423" ,   ""     , ""       , ""
"PLASMA PHYSICS"                                                                  , "/Manufacture & Research/Research Equipment/Datacores"                                                     ,        "0.1"  ,      "20412" ,   ""     , ""       , ""
"QUANTUM PHYSICS"                                                                 , "/Manufacture & Research/Research Equipment/Datacores"                                                     ,        "0.1"  ,      "20414" ,   ""     , ""       , ""
"ROCKET SCIENCE"                                                                  , "/Manufacture & Research/Research Equipment/Datacores"                                                     ,        "0.1"  ,      "20420" ,   ""     , ""       , ""

"ACCELERANT DECRYPTOR"                                                            , "/Manufacture & Research/Research Equipment/Decryptors"                                                    ,        "1"    ,      "34201" ,   ""     , ""       , ""
"ATTAINMENT DECRYPTOR"                                                            , "/Manufacture & Research/Research Equipment/Decryptors"                                                    ,        "1"    ,      "34202" ,   ""     , ""       , ""
"AUGMENTATION DECRYPTOR"                                                          , "/Manufacture & Research/Research Equipment/Decryptors"                                                    ,        "1"    ,      "34203" ,   ""     , ""       , ""
"PARITY DECRYPTOR"                                                                , "/Manufacture & Research/Research Equipment/Decryptors"                                                    ,        "1"    ,      "34204" ,   ""     , ""       , ""
"PROCESS DECRYPTOR"                                                               , "/Manufacture & Research/Research Equipment/Decryptors"                                                    ,        "1"    ,      "34205" ,   ""     , ""       , ""
"SYMMETRY DECRYPTOR"                                                              , "/Manufacture & Research/Research Equipment/Decryptors"                                                    ,        "1"    ,      "34206" ,   ""     , ""       , ""
"OPTIMIZED ATTAINMENT DECRYPTOR"                                                  , "/Manufacture & Research/Research Equipment/Decryptors"                                                    ,        "1"    ,      "34207" ,   ""     , ""       , ""
"OPTIMIZED AUGMENTATION DECRYPTOR"                                                , "/Manufacture & Research/Research Equipment/Decryptors"                                                    ,        "1"    ,      "34208" ,   ""     , ""       , ""


"REMOTE ECM BURST I"                                                              , "/Ship Equipment/Electronic Warfare/ECM Bursts"                                                            ,     "4000"    ,      "27678" ,  "7"     , ""       , ""
"WARP SCRAMBLER I"                                                                , "/Ship Equipment/Electronic Warfare/Warp Scramblers"                                                       ,        "5"    ,        "447" , "10"     , ""       , ""
"CAPITAL REMOTE CAPACITOR TRANSMITTER I"                                          , "/Ship Equipment/Engineering Equipment/Remote Capacitor Transmitters/Capital"                              ,     "4000"    ,      "12219" ,  "9"     , ""       , ""
"CLONE VAT BAY I"                                                                 , "/Ship Equipment/Fleet Assistance Modules/Clone Vat Bays"                                                  ,     "4000"    ,      "23735" ,  "9"     , ""       , ""
"COVERT JUMP PORTAL GENERATOR I"                                                  , "/Ship Equipment/Fleet Assistance Modules/Jump Portal Generators"                                          ,      "125"    ,      "28652" , "10"     , ""       , ""
"CAPITAL ARMOR REPAIR I"                                                          , "/Ship Equipment/Hull & Armor/Armor Repairers/Capital"                                                     ,     "4000"    ,      "20701" , "10"     , ""       , ""
"CAPITAL INEFFICIENT ARMOR REPAIR UNIT"                                           , "/Ship Equipment/Hull & Armor/Armor Repairers/Capital"                                                     ,     "4000"    ,       "3534" ,  "0"     , ""       , ""
"CAPITAL REMOTE ARMOR REPAIR I"                                                   , "/Ship Equipment/Hull & Armor/Remote Armor Repairers/Capital"                                              ,     "4000"    ,      "24569" , "10"     , ""       , ""
"CAPITAL REMOTE HULL REPAIR I"                                                    , "/Ship Equipment/Hull & Armor/Remote Hull Repairers/Capital"                                               ,     "4000"    ,      "27934" ,  "9"     , ""       , ""
"ENTOSIS LINK I"                                                                  , "/Ship Equipment/Scanning Equipment/Entosis Links"                                                         ,       "20"    ,      "34593" , "10"     , ""       , ""
"ENTOSIS LINK II"                                                                 , "/Ship Equipment/Scanning Equipment/Entosis Links"                                                         ,       "20"    ,      "34595" ,  "4"     , ""       , ""
"CAPITAL REMOTE SHIELD BOOSTER I"                                                 , "/Ship Equipment/Shield/Remote Shield Boosters/Capital"                                                    ,     "4000"    ,       "3616" , "10"     , ""       , ""
"CAPITAL SHIELD BOOSTER I"                                                        , "/Ship Equipment/Shield/Remote Shield Boosters/Capital"                                                    ,     "4000"    ,      "20703" , "10"     , ""       , ""
"DUAL GIGA BEAM LASER I"                                                          , "/Ship Equipment/Turrets & Bays/Energy Turrets/Beam Lasers/Extra Large"                                    ,     "4000"    ,      "20446" ,  "8"     , ""       , ""
"DUAL GIGA PULSE LASER I"                                                         , "/Ship Equipment/Turrets & Bays/Energy Turrets/Pulse Lasers/Extra Large"                                   ,     "4000"    ,      "20444" ,  "8"     , ""       , ""
"ION SIEGE BLASTER CANNON I"                                                      , "/Ship Equipment/Turrets & Bays/Hybrid Turrets/Blasters/Extra Large"                                       ,     "4000"    ,      "20450" ,  "9"     , ""       , ""
"DUAL 1000MM RAILGUN I"                                                           , "/Ship Equipment/Turrets & Bays/Hybrid Turrets/Railguns/Extra Large"                                       ,     "4000"    ,      "20448" ,  "9"     , ""       , ""
"CITADEL CRUISE LAUNCHER I"                                                       , "/Ship Equipment/Turrets & Bays/Missile Launchers/Citadel Launchers"                                       ,     "4000"    ,      "32444" ,  "8"     , ""       , ""
"CITADEL TORPEDO LAUNCHER I"                                                      , "/Ship Equipment/Turrets & Bays/Missile Launchers/Citadel Launchers"                                       ,     "4000"    ,      "20539" ,  "8"     , ""       , ""
"QUAD 3500MM SIEGE ARTILLERY I"                                                   , "/Ship Equipment/Turrets & Bays/Projectile Turrets/Artillery Cannons/Extra Large"                          ,     "4000"    ,      "20454" ,  "9"     , ""       , ""
"6X2500MM REPEATING CANNON I"                                                     , "/Ship Equipment/Turrets & Bays/Projectile Turrets/Autocannons/Extra Large"                                ,     "4000"    ,      "20452" ,  "9"     , ""       , ""
"INDUSTRIAL CORE I"                                                               , "/Ship Equipment/Turrets & Bays/Weapon Upgrades/Siege Modules"                                             ,     "4000"    ,      "28583" ,  "9"     , ""       , ""
"SIEGE MODULE I"                                                                  , "/Ship Equipment/Turrets & Bays/Weapon Upgrades/Siege Modules"                                             ,     "4000"    ,      "20280" , "10"     , ""       , "10"
"TRIAGE MODULE I"                                                                 , "/Ship Equipment/Turrets & Bays/Weapon Upgrades/Siege Modules"                                             ,     "4000"    ,      "27951" , "10"     , ""       , "10"
"SIEGE MODULE II"                                                                 , "/Ship Equipment/Turrets & Bays/Weapon Upgrades/Siege Modules"                                             ,     "4000"    ,       "4292" ,  "4"     , ""       , ""
"TRIAGE MODULE II"                                                                , "/Ship Equipment/Turrets & Bays/Weapon Upgrades/Siege Modules"                                             ,     "4000"    ,       "4294" ,  "4"     , ""       , ""
"AURORA OMINAE"                                                                   , "/Ship Equipment/Doomsday Devices"                                                                         ,     "8000"    ,      "24554" ,  "7"     , ""       , ""
"GJALLARHORN"                                                                     , "/Ship Equipment/Doomsday Devices"                                                                         ,     "8000"    ,      "23674" ,  "7"     , ""       , ""
"JUDGEMENT"                                                                       , "/Ship Equipment/Doomsday Devices"                                                                         ,     "8000"    ,      "24550" ,  "7"     , ""       , ""
"OBLIVION"                                                                        , "/Ship Equipment/Doomsday Devices"                                                                         ,     "8000"    ,      "24552" ,  "7"     , ""       , ""
"DRONE CONTROL UNIT I"                                                            , "/Ship Equipment/Drone Upgrades"                                                                           ,     "4000"    ,      "24283" , "10"     , ""       , ""


"LEGION DEFENSIVE - ADAPTIVE AUGMENTER"                                           , "/Ship Modifications/Subsystems/Amarr Subsystems/Amarr Defensive Subsystems"                               ,       "40"    ,      "29964" ,  "4"     , ""       , "10"
"LEGION DEFENSIVE - AUGMENTED PLATING"                                            , "/Ship Modifications/Subsystems/Amarr Subsystems/Amarr Defensive Subsystems"                               ,       "40"    ,      "29966" ,  "4"     , ""       , "10"
"LEGION DEFENSIVE - NANOBOT INJECTOR"                                             , "/Ship Modifications/Subsystems/Amarr Subsystems/Amarr Defensive Subsystems"                               ,       "40"    ,      "29965" ,  "4"     , ""       , "10"
"LEGION DEFENSIVE - WARFARE PROCESSOR"                                            , "/Ship Modifications/Subsystems/Amarr Subsystems/Amarr Defensive Subsystems"                               ,       "40"    ,      "29967" ,  "4"     , ""       , "10"
"LEGION ELECTRONICS - DISSOLUTION SEQUENCER"                                      , "/Ship Modifications/Subsystems/Amarr Subsystems/Amarr Electronic Subsystems"                              ,       "40"    ,      "30040" ,  "4"     , ""       , "10"
"LEGION ELECTRONICS - EMERGENT LOCUS ANALYZER"                                    , "/Ship Modifications/Subsystems/Amarr Subsystems/Amarr Electronic Subsystems"                              ,       "40"    ,      "30042" ,  "4"     , ""       , "10"
"LEGION ELECTRONICS - ENERGY PARASITIC COMPLEX"                                   , "/Ship Modifications/Subsystems/Amarr Subsystems/Amarr Electronic Subsystems"                              ,       "40"    ,      "30036" ,  "4"     , ""       , "10"
"LEGION ELECTRONICS - TACTICAL TARGETING NETWORK"                                 , "/Ship Modifications/Subsystems/Amarr Subsystems/Amarr Electronic Subsystems"                              ,       "40"    ,      "30038" ,  "4"     , ""       , "10"
